 Kello      Hinta   M‰‰r‰  Ostaja   Myyj‰
 17:55:50    8.80     400     EQB     GSI
 17:55:48    8.80    5046     EQB     MSI
 17:55:48    8.80    5257     EQB     VDM
 17:55:48    8.80    1050     EQB     NRD
 17:55:48    8.80     500     EQB     EPB
 17:55:48    8.80   11055     EQB     NEO
 17:55:48    8.80     901     EQB     EQB
 17:55:41    8.80      91     JPM     NEO
 17:55:41    8.80   20000     ABC     NEO
 17:55:33    8.80     250     EVL     NEO
 17:55:18    8.79     121     UBS     BPP
 17:55:17    8.79    2544     UBS     BPP
 17:55:17    8.79    1962     UBS     MSI
 17:55:17    8.79    1532     INT     BPP
 17:55:17    8.79     352     SGP     BPP
 17:55:17    8.79     248     SGP     BPP
 17:55:17    8.79    1100     ENS     BPP
 17:55:17    8.79     675     BPP     BPP
 17:55:17    8.79    3203     BPP     BPP
 17:55:15    8.79    4515     BPP     BPP
 17:55:06    8.79    2000     BPP     OPV
 17:55:01    8.79    2218     NIP     VDM
 17:55:01    8.79    5000     NIP     OPV
 17:55:01    8.78      95     NIP     NON
 17:54:53    8.78    3493     BPP     SAB
 17:54:51    8.78    1000     SGP     SAB
 17:54:45    8.78     598     NON     OPV
 17:54:43    8.77    2782     BPP     MLI
 17:54:43    8.77   25000     MLI     MLI
 17:54:41    8.78    6648     NIP     EQB
 17:54:41    8.78    4090     NIP     EQB
 17:54:37    8.78     675     BPP     EQB
 17:54:29    8.78     250     EQB     EQB
 17:54:21    8.78     605     EVL     EQB
 17:54:21    8.77     909     EVL     SAB
 17:54:19    8.77    1164     DBL     SAB
 17:54:18    8.78     380     GSI     EQB
 17:54:14    8.77    1034     EVL     DBL
 17:54:14    8.77    2746     EVL     SAB
 17:54:14    8.77    3800     EVL     MSI
 17:54:14    8.77    3793     EVL     GSI
 17:54:14    8.77   20000     EVL     EQB
 17:54:14    8.77    3385     EVL     MSI
 17:54:13    8.77    7984     JPM     MSI
 17:54:12    8.77     917     NIP     MSI
 17:54:12    8.77   10150     NIP     NIP
 17:54:01    8.77   42017     NIP     NIP
 17:54:01    8.76    1204     NIP     SAB
 17:53:53    8.76    1773     EQB     CSB
 17:53:53    8.76    1594     EQB     SAB
 17:53:53    8.76    2167     EQB     CSB
 17:53:53    8.76    1085     EQB     CSB
 17:53:52    8.76    3063     UBS     CSB
 17:53:52    8.76   24119     UBS     CSB
 17:53:52    8.76     551     UBS     CSB
 17:53:52    8.76     714     UBS     CSB
 17:53:52    8.76    2803     UBS     DBL
 17:53:52    8.76      71     UBS     DBL
 17:53:52    8.76     240     UBS     DBL
 17:53:52    8.76   23878     UBS     ENS
 17:53:52    8.76   23008     UBS     ENS
 17:53:52    8.76    1000     UBS     NON
 17:53:52    8.76     110     UBS     MSI
 17:53:52    8.76    3517     UBS     MSI
 17:53:52    8.76      73     UBS     MSI
 17:53:52    8.76      71     UBS     CSB
 17:53:52    8.76    3517     UBS     CSB
 17:53:51    8.75   12664     GSI     DBL
 17:53:51    8.75    1861     GSI     DBL
 17:53:51    8.75    4770     NIP     DBL
 17:53:51    8.75     660     BPP     DBL
 17:53:51    8.75    4533     GSI     DBL
 17:53:51    8.75     200     SGP     DBL
 17:53:51    8.75    5000     ENS     DBL
 17:53:51    8.75    6953     UBS     DBL
 17:53:51    8.75    4214     EQB     DBL
 17:53:51    8.75    1116     DBL     DBL
 17:53:47    8.75    8286     EQB     JPM
 17:53:47    8.75    2401     EQB     JPM
 17:53:47    8.75   14483     EQB     JPM
 17:53:46    8.75    8116     EQB     JPM
 17:53:46    8.75    5000     EQB     JPM
 17:53:46    8.75    1714     GSI     JPM
 17:53:41    8.76   10000     FIM     CSB
 17:53:15    8.76     675     BPP     CSB
 17:53:15    8.76      97     JPM     CSB
 17:53:15    8.76   30754     NIP     CSB
 17:52:43    8.76      10     EVL     CSB
 17:52:43    8.75   10000     GSI     SHB
 17:52:39    8.75    3286     GSI     EVL
 17:52:39    8.75    1714     ENS     EVL
 17:52:38    8.76    2000     EQB     CSB
 17:52:38    8.76   14645     NIP     CSB
 17:52:37    8.76    6378     UBS     CSB
 17:52:36    8.76   12500     BPP     CSB
 17:52:36    8.76     100     ENS     CSB
 17:52:36    8.76     500     SGP     CSB
 17:52:36    8.76    7362     UBS     CSB
 17:52:36    8.76    8348     UBS     CSB
 17:52:36    8.76    2000     OPV     CSB
 17:52:36    8.76   20000     ABC     CSB
 17:52:36    8.76     100     OPS     CSB
 17:52:36    8.76    1389     MLI     CSB
 17:52:36    8.76   17912     EVL     CSB
 17:52:36    8.76   10000     EQB     CSB
 17:52:28    8.77   25000     NIP     NIP
 17:52:27    8.77    5000     SGP     SHB
 17:52:27    8.77    4290     SGP     NIP
 17:52:23    8.77   25000     CAR     NIP
 17:52:22    8.77   10000     EQB     NIP
 17:52:21    8.77   11000     EQB     NIP
 17:52:21    8.77   10000     FIM     NIP
 17:52:20    8.77    5000     CAR     NIP
 17:52:20    8.77    2136     NIP     NIP
 17:52:19    8.77    3497     SGP     NIP
 17:52:19    8.77   12978     SGP     NIP
 17:52:19    8.77   18235     SGP     NIP
 17:52:19    8.77    2433     SGP     SHB
 17:52:19    8.77    2567     SGP     SHB
 17:52:19    8.77    1168     SGP     MSI
 17:52:19    8.77    4834     SGP     NIP
 17:52:19    8.77      33     BPP     NIP
 17:52:19    8.77   20133     SGP     NIP
 17:52:19    8.77    1699     SGP     MSI
 17:52:19    8.77    3916     BPP     MSI
 17:52:17    8.77     300     NON     MSI
 17:52:16    8.77   26368     NIP     NIP
 17:52:10    8.77    2676     SGP     MSI
 17:52:10    8.77    4807     SGP     NIP
 17:52:05    8.77   12463     SGP     NIP
 17:52:05    8.77     675     BPP     NIP
 17:52:05    8.77    7055     UBS     NIP
 17:52:05    8.77    3603     BPP     NIP
 17:52:05    8.77    2424     MSI     NIP
 17:52:05    8.77    9019     UBS     NIP
 17:52:05    8.77    2000     DDB     NIP
 17:52:05    8.77    1086     DBL     NIP
 17:52:05    8.77   20000     CAR     NIP
 17:52:05    8.77     100     SGP     NIP
 17:52:05    8.77    6097     EQB     NIP
 17:52:03    8.78     372     BPP     MSI
 17:52:03    8.78     698     BPP     MSI
 17:52:02    8.77    2903     EQB     SHB
 17:52:02    8.77    2097     UBS     SHB
 17:51:56    8.77    4259     UBS     MLI
 17:51:56    8.77     241     NRD     MLI
 17:51:39    8.78     646     BPP     MSI
 17:51:34    8.77     109     NRD     BPP
 17:51:34    8.77    2028     MLI     BPP
 17:51:34    8.77     781     NRD     BPP
 17:51:31    8.78    5000     NIP     MLI
 17:51:31    8.78    1959     NIP     ENS
 17:51:31    8.78    1833     NIP     SHB
 17:51:31    8.77    1000     EQB     EQB
 17:51:26    8.78    3167     NIP     SHB
 17:51:25    8.78     675     BPP     SGP
 17:51:25    8.78    1036     NIP     SGP
 17:51:25    8.78    1034     SAB     SGP
 17:51:24    8.78    1036     NIP     DBL
 17:51:18    8.78    5000     NIP     SGP
 17:51:17    8.78    5000     NIP     SHB
 17:51:12    8.77     219     NRD     ENS
 17:51:12    8.77    9781     EVL     ENS
 17:51:12    8.77    1078     EVL     BPP
 17:51:12    8.78    4626     NIP     BPP
 17:51:12    8.78    4789     CSB     BPP
 17:51:12    8.78    7207     BPP     BPP
 17:51:12    8.78    1600     BPP     SGP
 17:51:12    8.78     400     SGP     SGP
 17:51:08    8.78    3693     BPP     SHB
 17:51:08    8.78    1807     GSI     SHB
 17:51:06    8.79      15     DDB     EVL
 17:51:05    8.78     500     GSI     EVL
 17:51:04    8.78     500     GSI     EVL
 17:51:04    8.78     100     GSI     SGP
 17:51:04    8.78    6091     GSI     SGP
 17:51:04    8.78     909     UBS     SGP
 17:51:02    8.78     999     UBS     JPM
 17:51:00    8.78    2900     UBS     SGP
 17:51:00    8.78    1018     UBS     SHB
 17:51:00    8.78    1000     NON     SHB
 17:51:00    8.78    2000     DDB     SHB
 17:51:00    8.78     982     AOI     SHB
 17:50:58    8.79    4423     NIP     SGP
 17:50:56    8.79   11770     NIP     SGP
 17:50:56    8.79    5899     NIP     SGP
 17:50:56    8.79    2700     ENS     SGP
 17:50:56    8.79    5425     ABC     SGP
 17:50:56    8.79    2378     ABC     SGP
 17:50:52    8.79    3191     ABC     SGP
 17:50:52    8.79    7506     ABC     SGP
 17:50:51    8.79    1500     ABC     SHB
 17:50:50    8.78      50     AOI     EVL
 17:50:49    8.78      28     AOI     EVL
 17:50:49    8.79      22     DBL     EVL
 17:50:49    8.79    1020     DBL     CSB
 17:50:49    8.79     380     GSI     CSB
 17:50:49    8.79     200     SGP     CSB
 17:50:49    8.79     675     BPP     CSB
 17:50:48    8.79     195     UBS     EQB
 17:50:48    8.79    1864     MLI     EQB
 17:50:48    8.79     191     MLI     EQB
 17:50:46    8.79      50     MLI     EVL
 17:50:45    8.79    1352     MLI     FIM
 17:50:45    8.79    1590     MLI     FIM
 17:50:45    8.79    1018     DBL     FIM
 17:50:45    8.79     200     ENS     FIM
 17:50:45    8.79    5840     UBS     FIM
 17:50:41    8.79    3250     UBS     BPP
 17:50:41    8.79    1500     UBS     SHB
 17:50:40    8.79     130     UBS     JPM
 17:50:40    8.79    2505     UBS     JPM
 17:50:39    8.79     201     UBS     JPM
 17:50:39    8.79    1846     UBS     JPM
 17:50:36    8.79    1504     UBS     SHB
 17:50:35    8.79      50     UBS     EVL
 17:50:35    8.79    1347     UBS     OPS
 17:50:35    8.79   11153     NEO     OPS
 17:50:35    8.79    3847     NEO     SGP
 17:50:35    8.79    2129     MLI     SGP
 17:50:35    8.79     178     MSI     SGP
 17:50:34    8.79     327     MSI     BPP
 17:50:31    8.80    2388     UBS     NEO
 17:50:31    8.80    2388     UBS     NEO
 17:50:30    8.80    2388     UBS     NEO
 17:50:30    8.80      98     JPM     NEO
 17:50:30    8.80     500     SGP     NEO
 17:50:30    8.80     675     BPP     NEO
 17:50:30    8.80    4311     UBS     NEO
 17:50:30    8.80    6856     BPP     NEO
 17:50:29    8.80    4556     BPP     OPV
 17:50:29    8.80    3444     UBS     OPV
 17:50:29    8.80    2000     OPV     OPV
 17:50:27    8.80    1500     UBS     SHB
 17:50:05    8.80    1088     BPP     BPP
 17:49:50    8.81     275     BPP     VDM
 17:49:50    8.81     643     BPP     JPM
 17:49:50    8.80    3629     UBS     JPM
 17:49:50    8.80     191     SGP     JPM
 17:49:49    8.80     209     SGP     EVL
 17:49:49    8.80     800     ENS     EVL
 17:49:39    8.81     609     NIP     JPM
 17:49:39    8.81      60     NIP     MLI
 17:49:39    8.81    7072     NIP     SAB
 17:49:39    8.81    4200     NIP     EPB
 17:49:37    8.81      37     DBL     MLI
 17:49:36    8.81    1040     DBL     EQB
 17:49:35    8.81    7510     JPM     EQB
 17:49:35    8.81     813     JPM     JPM
 17:49:35    8.81    1268     ABC     JPM
 17:49:35    8.81    5161     ABC     SAB
 17:49:35    8.81   13571     ABC     EPB
 17:49:16    8.81     100     DDB     EPB
 17:49:16    8.81    1229     BPP     EPB
 17:49:16    8.81    2000     BPP     OPV
 17:49:16    8.81    1611     BPP     JPM
 17:49:07    8.80    4500     BPP     BPP
 17:49:07    8.80    1307     BPP     BPP
 17:48:47    8.80     373     BPP     BPP
 17:48:47    8.81     142     DBL     BPP
 17:48:47    8.81     500     DBL     NON
 17:48:47    8.81     385     DBL     JPM
 17:48:45    8.80    3901     SGP     EPB
 17:48:43    8.80     599     JPM     EPB
 17:48:43    8.80    8050     JPM     EPB
 17:48:43    8.80    6500     JPM     MLI
 17:48:43    8.80    1533     JPM     JPM
 17:48:35    8.80    2000     OPV     EPB
 17:48:35    8.80    1013     UBS     EPB
 17:48:35    8.80    2027     UBS     EPB
 17:48:35    8.80     986     UBS     OPV
 17:48:35    8.80    1014     UBS     OPV
 17:48:35    8.79     400     UBS     DDB
 17:48:35    8.79     100     CDV     DDB
 17:48:27    8.79     200     CDV     MLI
 17:48:25    8.79    1700     CDV     SGP
 17:48:25    8.79     300     SGP     SGP
 17:48:24    8.80     546     BPP     BPP
 17:47:56    8.81     117     NIP     OPV
 17:47:56    8.81     645     NIP     NRD
 17:47:56    8.81    2951     NIP     JPM
 17:47:56    8.81     500     NIP     EPB
 17:47:56    8.81     322     NIP     NON
 17:47:56    8.81    6521     NIP     GSI
 17:47:54    8.81     380     GSI     GSI
 17:47:51    8.80     500     SGP     EVL
 17:47:51    8.80    1583     NIP     EVL
 17:47:48    8.80     345     NIP     EVL
 17:47:48    8.80    1139     ABC     EVL
 17:47:47    8.81     675     BPP     GSI
 17:47:45    8.81     100     DDB     GSI
 17:47:45    8.81     100     DDB     NON
 17:47:43    8.80    2371     ABC     CAR
 17:47:43    8.80    5000     ABC     CAR
 17:47:43    8.80     894     ABC     NRD
 17:47:43    8.80    1445     ABC     JPM
 17:47:43    8.80    5358     ABC     GSI
 17:47:43    8.80    3793     ABC     GSI
 17:47:26    8.79    1246     SGP     GSI
 17:47:25    8.79    1049     DBL     GSI
 17:47:25    8.79      90     JPM     GSI
 17:47:24    8.79    3070     NIP     GSI
 17:47:24    8.79    2000     NIP     OPV
 17:47:24    8.79    1567     NIP     JPM
 17:47:24    8.79    6821     NIP     GSI
 17:47:17    8.79    4431     UBS     GSI
 17:47:17    8.79    2858     UBS     GSI
 17:47:17    8.79     831     UBS     CSB
 17:47:17    8.79     400     SGP     CSB
 17:47:17    8.79     781     BPP     CSB
 17:47:17    8.79     263     CSB     CSB
 17:47:17    8.79    3074     BPP     ENS
 17:47:17    8.79    6926     UBS     ENS
 17:47:16    8.79     347     UBS     JPM
 17:47:16    8.79    1250     UBS     JPM
 17:47:16    8.79     525     UBS     JPM
 17:47:16    8.79    1188     CAR     JPM
 17:47:15    8.79    1412     CAR     JPM
 17:47:14    8.79    1000     CAR     FIM
 17:47:13    8.79     348     CAR     JPM
 17:47:12    8.79    5000     SHB     EVL
 17:47:07    8.79    1964     EVL     GSI
 17:47:07    8.79    4520     EVL     GSI
 17:47:07    8.80    3868     UBS     GSI
 17:47:07    8.80     600     UBS     EVL
 17:47:07    8.80    2657     BPP     EVL
 17:47:07    8.80    1743     UBS     EVL
 17:47:06    8.80     100     UBS     NRD
 17:47:05    8.80    3210     UBS     EQB
 17:47:05    8.80     600     SGP     EQB
 17:47:05    8.80     881     BPP     EQB
 17:47:05    8.80    8113     UBS     EQB
 17:47:05    8.80    8413     UBS     EQB
 17:47:05    8.80    3783     NIP     EQB
 17:47:02    8.80    1344     NIP     JPM
 17:47:02    8.80    2484     BPP     JPM
 17:47:02    8.80     173     BPP     SFB
 17:47:02    8.80    5827     UBS     SFB
 17:47:01    8.81    1035     NIP     GSI
 17:47:01    8.81    1019     NIP     JPM
 17:47:01    8.81    5000     NIP     EVL
 17:47:01    8.81    2018     NIP     GSI
 17:47:01    8.81    1000     NIP     EQB
 17:47:01    8.81     250     NIP     EQB
 17:47:01    8.81    2906     NIP     SAB
 17:46:54    8.81     100     ENS     SAB
 17:46:45    8.80     503     UBS     SGP
 17:46:45    8.80     600     SGP     SGP
 17:46:36    8.76   50000     FIM     FIM
 17:46:23    8.80     728     UBS     JPM
 17:46:21    8.81     447     NON     SAB
 17:46:21    8.81     451     NON     GSI
 17:46:20    8.80    1228     UBS     JPM
 17:46:20    8.80     117     BPP     JPM
 17:46:20    8.80     557     BPP     JPM
 17:46:20    8.80    1983     BPP     JPM
 17:46:20    8.80    1305     EVL     JPM
 17:46:20    8.80      97     JPM     JPM
 17:46:20    8.81     400     SGP     GSI
 17:46:20    8.80    4832     EVL     GSI
 17:46:20    8.80    7370     UBS     GSI
 17:46:20    8.80     261     MLI     GSI
 17:46:19    8.80    3178     MLI     CAR
 17:46:19    8.80    2166     MLI     CAR
 17:46:19    8.80    1586     MLI     CAR
 17:46:19    8.80   22355     JPM     CAR
 17:46:19    8.80    7698     UBS     CAR
 17:46:19    8.80    1400     ENS     CAR
 17:46:19    8.80    1592     MSI     CAR
 17:46:19    8.80    2336     MSI     CAR
 17:46:19    8.80     200     SGP     CAR
 17:46:19    8.80    7489     UBS     CAR
 17:46:17    8.80     674     BPP     BPP
 17:46:17    8.80     814     UBS     BPP
 17:46:16    8.81    1085     DBL     GSI
 17:46:15    8.81    3967     NIP     GSI
 17:46:15    8.81    1108     NIP     JPM
 17:46:15    8.81      39     NIP     JPM
 17:46:15    8.81    1027     NIP     DBL
 17:46:15    8.81    1415     NIP     NRD
 17:46:15    8.81    1600     NIP     OPV
 17:46:15    8.81     743     NIP     JPM
 17:46:15    8.81    1323     NIP     GSI
 17:46:08    8.81     416     BPP     GSI
 17:46:08    8.81    4575     BPP     SAB
 17:46:08    8.81    4697     BPP     EVL
 17:46:08    8.80     580     JPM     JPM
 17:46:07    8.80    1889     JPM     JPM
 17:46:07    8.80    1418     UBS     GSI
 17:46:07    8.80    6283     UBS     GSI
 17:46:05    8.80    2724     JPM     JPM
 17:46:05    8.81     380     GSI     GSI
 17:46:04    8.80    2094     UBS     MLI
 17:46:04    8.80   19456     JPM     MLI
 17:46:04    8.80    1334     MLI     MLI
 17:46:04    8.80    2116     MLI     MLI
 17:45:55    8.81     200     SGP     EVL
 17:45:44    8.81     206     BPP     EVL
 17:45:44    8.81     469     BPP     NEO
 17:45:43    8.80      10     JPM     EVL
 17:45:05    8.80      20     JPM     EVL
 17:45:01    8.81    1038     MLI     SAB
 17:45:01    8.81     262     NIP     SAB
 17:45:01    8.81     700     NIP     ENS
 17:45:00    8.81     962     NIP     SGP
 17:45:00    8.81    1112     DBL     SGP
 17:45:00    8.81    1198     JPM     SGP
 17:45:00    8.81      48     JPM     SGP
 17:45:00    8.81    1074     BPP     SGP
 17:45:00    8.81    2400     DDB     SGP
 17:45:00    8.81    2962     MLI     SGP
 17:45:00    8.81     483     NIP     SGP
 17:45:00    8.81     300     SGP     SGP
 17:45:00    8.81    1462     NIP     EVL
 17:45:00    8.81     612     DBL     EVL
 17:44:31    8.81     411     DBL     CDV
 17:44:31    8.81    1589     EVL     CDV
 17:44:10    8.81    3015     EVL     GSI
 17:44:10    8.81    1666     MLI     GSI
 17:44:10    8.81    1089     DBL     GSI
 17:44:10    8.81     300     SGP     GSI
 17:44:08    8.82    5807     JPM     OPV
 17:44:08    8.82    1974     JPM     JPM
 17:44:08    8.82    3192     NIP     OPV
 17:44:08    8.82    3531     NIP     EVL
 17:44:03    8.82     300     SGP     EVL
 17:43:38    8.82    1169     BPP     EVL
 17:43:38    8.82     500     BPP     NON
 17:43:38    8.81    1815     BPP     GSI
 17:43:38    8.81     536     BPP     JPM
 17:43:38    8.81    1727     BPP     MLI
 17:43:32    8.81    5175     NIP     GSI
 17:43:32    8.81    1000     ENS     GSI
 17:43:30    8.80    2869     JPM     CSB
 17:43:30    8.80    2312     NIP     CSB
 17:43:30    8.80    1334     MLI     CSB
 17:43:30    8.80     500     MLI     CSB
 17:43:30    8.80     200     SGP     CSB
 17:43:30    8.81      90     JPM     CSB
 17:43:30    8.81   12695     EVL     CSB
 17:43:29    8.81    2305     EVL     NEO
 17:43:27    8.81     370     DBL     NEO
 17:43:27    8.81     658     DBL     NON
 17:43:14    8.80     468     BPP     BPP
 17:43:14    8.81      42     JPM     NON
 17:42:59    8.81     300     SGP     NON
 17:42:50    8.80    1480     DBL     BPP
 17:42:50    8.80     675     BPP     BPP
 17:42:28    8.80     100     DBL     NRD
 17:42:15    8.80    1889     BPP     JPM
 17:41:55    8.79     576     EVL     GSI
 17:41:55    8.79    1052     DBL     GSI
 17:41:55    8.79    1500     ENS     GSI
 17:41:55    8.79     675     BPP     GSI
 17:41:55    8.79     826     JPM     GSI
 17:41:53    8.79    9250     JPM     EPB
 17:41:52    8.79    3702     JPM     JPM
 17:41:52    8.79    3052     JPM     GSI
 17:41:52    8.79    6951     JPM     DBL
 17:41:52    8.79    1024     JPM     DBL
 17:41:52    8.79    2000     JPM     NON
 17:41:52    8.79    6048     JPM     GSI
 17:41:52    8.79   13579     JPM     MSI
 17:41:52    8.79    1912     JPM     JPM
 17:41:52    8.79    1656     JPM     JPM
 17:41:49    8.78    1000     AOI     NON
 17:41:40    8.78     136     AOI     GSI
 17:41:40    8.78    5561     GSI     GSI
 17:41:39    8.78      61     AOI     CSB
 17:41:39    8.78    1039     NIP     CSB
 17:41:39    8.78    4623     JPM     JPM
 17:41:39    8.78     320     JPM     JPM
 17:41:38    8.78    9561     NIP     MSI
 17:41:38    8.78    2628     MSI     MSI
 17:41:38    8.79    1161     BPP     MSI
 17:41:38    8.79     170     SHB     MSI
 17:41:22    8.79     300     NON     NON
 17:41:06    8.80     507     BPP     JPM
 17:41:06    8.79     493     BPP     DBL
 17:40:58    8.78     400     NIP     SGP
 17:40:58    8.78     600     SGP     SGP
 17:40:56    8.79      19     NIP     OPV
 17:40:56    8.79    5000     NIP     OPV
 17:40:46    8.79    1441     OPV     OPV
 17:40:46    8.79     799     CAR     OPV
 17:40:46    8.79    2000     OPV     OPV
 17:40:46    8.80     885     NIP     JPM
 17:40:46    8.80    5000     NIP     EQB
 17:40:46    8.80    2000     NIP     OPV
 17:40:46    8.80     966     NIP     GSI
 17:40:46    8.79    3251     NIP     EVL
 17:40:43    8.79    1220     BPP     JPM
 17:40:43    8.79    4550     BPP     EPB
 17:40:38    8.78    4550     JPM     EPB
 17:40:38    8.78    4900     JPM     EPB
 17:40:38    8.79    3500     MLI     SGP
 17:40:37    8.79    5056     CSB     SGP
 17:40:37    8.79     997     MLI     SGP
 17:40:37    8.79     600     ENS     SGP
 17:40:37    8.79    2034     EQB     SGP
 17:40:37    8.79    1039     EQB     BPP
 17:40:36    8.80    1618     CSB     JPM
 17:40:36    8.80    3459     NIP     JPM
 17:40:36    8.80   15000     NIP     NEO
 17:40:36    8.80     700     NIP     NRD
 17:40:36    8.80   10000     NIP     OPV
 17:40:36    8.80     450     NIP     NRD
 17:40:36    8.80     500     NIP     EPB
 17:40:36    8.80    1000     NIP     NON
 17:40:35    8.79    1800     EQB     OPV
 17:40:29    8.79    5127     EQB     JPM
 17:40:27    8.78    1788     JPM     JPM
 17:40:26    8.79    5000     NIP     DDB
 17:40:26    8.79    8100     NIP     VDM
 17:40:26    8.79    6957     NIP     EVL
 17:40:24    8.78    7475     JPM     JPM
 17:40:23    8.78    1111     JPM     JPM
 17:40:23    8.79    1043     DBL     EVL
 17:40:21    8.78    6104     JPM     JPM
 17:40:19    8.78    3159     JPM     JPM
 17:40:19    8.79    2000     DDB     EVL
 17:40:17    8.78    4357     JPM     JPM
 17:40:16    8.79    3000     NIP     EQB
 17:40:16    8.79    2858     NIP     JPM
 17:40:16    8.79     994     NIP     NRD
 17:40:16    8.79     304     NIP     MSI
 17:40:16    8.79    9027     NIP     MSI
 17:40:16    8.79    2000     NIP     OPV
 17:40:16    8.79   13399     NIP     NEO
 17:40:16    8.78     686     MLI     BPP
 17:40:15    8.78     293     MLI     BPP
 17:40:07    8.78    5326     JPM     JPM
 17:40:06    8.79   33396     NIP     NEO
 17:40:04    8.78   10795     JPM     SGP
 17:40:03    8.78    5048     JPM     JPM
 17:40:02    8.78    1200     JPM     VDM
 17:40:01    8.78     200     SGP     EQB
 17:40:01    8.78   39800     JPM     EQB
 17:40:01    8.78    3151     JPM     JPM
 17:39:59    8.78   17155     JPM     BPP
 17:39:59    8.78    2805     JPM     BPP
 17:39:59    8.78    1491     JPM     BPP
 17:39:58    8.78   15000     JPM     EVL
 17:39:58    8.78    2175     JPM     JPM
 17:39:58    8.78   18319     JPM     BPP
 17:39:58    8.78   43751     JPM     SGP
 17:39:58    8.78   50000     JPM     SGP
 17:39:58    8.78    7485     JPM     SGP
 17:39:58    8.78   26011     JPM     BPP
 17:39:58    8.78   26011     JPM     SGP
 17:39:58    8.78   26011     JPM     SGP
 17:39:58    8.78    1200     ENS     SGP
 17:39:58    8.78   24811     JPM     SGP
 17:39:58    8.78    7287     JPM     DBL
 17:39:57    8.78    5416     JPM     MSI
 17:39:56    8.78    1897     JPM     GSI
 17:39:56    8.78     200     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     600     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     200     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78    6775     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     400     JPM     SGP
 17:39:56    8.78     500     JPM     SGP
 17:39:56    8.78     600     JPM     SGP
 17:39:56    8.78     200     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     200     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     114     JPM     SGP
 17:39:56    8.78     486     BPP     SGP
 17:39:56    8.78     100     BPP     SGP
 17:39:56    8.78      89     BPP     SGP
 17:39:56    8.78     111     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     200     JPM     SGP
 17:39:56    8.78    1000     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     300     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     400     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     200     JPM     SGP
 17:39:56    8.78    1000     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     300     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     500     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     500     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     300     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     200     JPM     SGP
 17:39:56    8.78     200     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     300     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78     100     JPM     SGP
 17:39:56    8.78   15000     JPM     NEO
 17:39:56    8.78    2598     JPM     CAR
 17:39:55    8.78   17291     JPM     SGP
 17:39:55    8.78    2000     JPM     OPV
 17:39:55    8.78    5000     JPM     CAR
 17:39:55    8.78     966     JPM     GSI
 17:39:55    8.78    1687     JPM     DBL
 17:39:55    8.78   13643     JPM     DBL
 17:39:55    8.78     512     JPM     MLI
 17:39:55    8.78    1016     JPM     NRD
 17:39:55    8.78   15000     JPM     NEO
 17:39:55    8.78   12147     JPM     EVL
 17:39:55    8.78    1120     JPM     BPP
 17:39:55    8.78    1200     JPM     OPV
 17:39:55    8.78    4084     JPM     MSI
 17:39:55    8.78    4057     JPM     JPM
 17:39:55    8.77    2000     JPM     OPV
 17:39:55    8.77    5000     JPM     EQB
 17:39:55    8.77     369     JPM     MSI
 17:39:55    8.77     596     JPM     JPM
 17:39:33    8.77     675     BPP     CSB
 17:39:32    8.77    1937     EVL     MSI
 17:39:27    8.77     441     EVL     CAR
 17:39:27    8.77     100     EVL     JPM
 17:39:26    8.76     584     CSB     SAB
 17:39:26    8.77    2470     NIP     JPM
 17:39:26    8.77    7040     NIP     UBS
 17:39:26    8.77   11874     NIP     EVL
 17:39:26    8.77     710     NIP     NON
 17:39:26    8.77    2000     NIP     OPV
