 Kello      Hinta   M‰‰r‰  Ostaja   Myyj‰
 14:18:03    8.76     677     DBL     SHB
 14:17:41    8.76    1361     UBS     CSB
 14:17:41    8.76     200     DIF     CSB
 14:17:37    8.76     700     DIF     DBL
 14:17:37    8.76    1100     DIF     OPS
 14:17:17    8.76     200     NRD     OPS
 14:17:15    8.77    2946     UBS     EQB
 14:17:15    8.76    1080     UBS     NRD
 14:17:15    8.76     477     UBS     NRD
 14:17:15    8.76     835     UBS     CSB
 14:17:15    8.76     700     UBS     DBL
 14:17:01    8.76    1000     EQB     DBL
 14:16:50    8.75    1619     JPM     MLI
 14:16:50    8.75    1503     MSI     MLI
 14:16:50    8.75    2543     GSI     MLI
 14:16:50    8.75    2000     OPV     MLI
 14:16:50    8.75    1820     JPM     MLI
 14:16:50    8.75   15515     ENS     MLI
 14:16:38    8.75     613     ENS     UBS
 14:15:45    8.75    1052     ENS     BPP
 14:15:45    8.75     749     ENS     BPP
 14:15:45    8.76     303     NRD     BPP
 14:15:45    8.76     697     NRD     BPP
 14:15:45    8.76      52     DBL     BPP
 14:15:44    8.76     848     DBL     CAR
 14:15:44    8.76    2000     DBL     OPV
 14:15:44    8.76    2000     DBL     OPV
 14:15:38    8.75     582     ENS     BPP
 14:15:33    8.75    3689     ENS     SGP
 14:15:28    8.75    2800     ENS     BPP
 14:15:28    8.76     777     JPM     SGP
 14:15:28    8.76      82     OPV     BPP
 14:15:24    8.77     979     DBL     CAR
 14:15:22    8.77    1073     OPV     CAR
 14:15:22    8.77     927     OPV     EVL
 14:15:19    8.75     329     OPV     BPP
 14:15:19    8.76      35     CDG     BPP
 14:15:19    8.76     700     ENS     BPP
 14:15:19    8.76     200     NRD     BPP
 14:15:19    8.76     772     JPM     BPP
 14:15:19    8.76    2715     ENS     BPP
 14:15:19    8.76     639     ENS     BPP
 14:15:19    8.76     383     ENS     BPP
 14:15:19    8.76    3218     ENS     BPP
 14:15:16    8.77     958     JPM     EVL
 14:15:16    8.77     572     JPM     EVL
 14:15:14    8.77    2667     JPM     EVL
 14:15:14    8.77       3     JPM     ENS
 14:15:13    8.77    2097     JPM     ENS
 14:15:13    8.77    4109     NEO     ENS
 14:15:13    8.77    1294     NEO     NRD
 14:15:13    8.77    5124     NEO     EVL
 14:15:13    8.77      14     NEO     EVL
 14:15:13    8.77    8117     NEO     NEO
 14:14:35    8.76    3045     ENS     CAR
 14:14:34    8.76    1055     DBL     CAR
 14:14:08    8.76       1     BPP     OPV
 14:13:41    8.75    1000     DBL     SGP
 14:12:34    8.76     100     EQB     OPV
 14:12:22    8.74     119     JPM     EVL
 14:12:22    8.74      65     MSI     EVL
 14:12:18    8.75   18049     ENS     EPB
 14:12:18    8.75    1875     ENS     FIM
 14:12:18    8.75     555     JPM     FIM
 14:12:18    8.75    5000     ENS     NON
 14:12:16    8.75    1061     JPM     EVL
 14:12:16    8.75    5000     ABC     EVL
 14:12:16    8.75    4555     ENS     EVL
 14:12:07    8.75     555     JPM     EQB
 14:12:07    8.75    4445     ENS     EQB
 14:12:05    8.75    1000     ENS     EVL
 14:11:58    8.75     440     JPM     EVL
 14:11:58    8.75    1115     ENS     EVL
 14:11:57    8.75    3885     ENS     FIM
 14:11:57    8.75     115     JPM     FIM
 14:11:53    8.76     500     EVL     BPP
 14:11:48    8.76      65     MSI     BPP
 14:11:48    8.76     233     DBL     BPP
 14:11:48    8.76     810     DBL     OPV
 14:11:44    8.75     375     JPM     MLI
 14:11:44    8.75    4625     ENS     MLI
 14:11:39    8.76    1000     NRD     OPV
 14:11:35    8.76     190     MSI     OPV
 14:11:22    8.75      63     ENS     GSI
 14:11:09    8.75     312     ENS     SGP
 14:11:07    8.75     374     CDG     OPV
 14:11:07    8.75     362     JPM     OPV
 14:11:07    8.75    1023     DBL     OPV
 14:11:07    8.75     241     ENS     OPV
 14:11:07    8.75    1000     ENS     CAR
 14:11:07    8.75     646     ENS     CAR
 14:11:07    8.75     354     ENS     CAR
 14:11:05    8.76     300     NRD     MLI
 14:10:41    8.76    1092     DBL     CSB
 14:10:41    8.76    2258     DBL     ENS
 14:10:41    8.76    2000     DBL     FIM
 14:10:41    8.76     750     DBL     DDB
 14:10:41    8.76    1200     DBL     DBL
 14:10:34    8.76     500     NON     DDB
 14:10:27    8.75     376     ENS     MLI
 14:10:25    8.75    1175     ENS     NON
 14:10:25    8.75      25     NON     NON
 14:10:22    8.75    3095     ENS     MLI
 14:10:22    8.75    1229     JPM     MLI
 14:10:17    8.75    1282     JPM     MLI
 14:10:17    8.75    3658     ENS     MLI
 14:10:16    8.75    1282     ENS     NIP
 14:10:16    8.75      60     ENS     CAR
 14:10:16    8.75     372     ENS     NIP
 14:10:16    8.75    3700     ENS     CAR
 14:10:16    8.75     700     ENS     DBL
 14:10:16    8.75   11266     ENS     DBL
 14:10:16    8.75      60     ENS     CAR
 14:10:16    8.75    2326     ENS     EVL
 14:10:11    8.75     300     NRD     EVL
 14:09:58    8.75    1000     NON     EVL
 14:09:47    8.75    1300     ENS     EVL
 14:09:42    8.75      49     ENS     EVL
 14:09:42    8.75     960     ENS     CAR
 14:09:42    8.75     791     ENS     EVL
 14:09:42    8.74     650     OPS     MLI
 14:09:42    8.74     607     OPV     MLI
 14:09:39    8.74    1393     OPV     BPP
 14:09:39    8.74     425     OPS     BPP
 14:09:37    8.75     100     ENS     EVL
 14:09:18    8.75     200     NON     EVL
 14:09:05    8.75     750     EQB     EVL
 14:09:00    8.75    1500     DDB     EVL
 14:08:56    8.74     100     FIM     MLI
 14:08:54    8.75    1659     NON     EVL
 14:08:54    8.75    2679     NON     EVL
 14:08:54    8.75    5662     NON     NON
 14:08:54    8.75     100     FIM     EVL
 14:08:05    8.74    1046     DBL     SGP
 14:08:01    8.74    5000     ENS     MLI
 14:07:57    8.74    5000     ENS     SGP
 14:07:56    8.74    5000     ENS     MLI
 14:07:54    8.74    1122     ENS     SGP
 14:07:54    8.74    2500     ENS     CAR
 14:07:54    8.74    2185     ENS     NRD
 14:07:54    8.74     640     ENS     BPP
 14:07:54    8.74    2000     ENS     OPV
 14:07:54    8.74    1150     ENS     NON
 14:07:54    8.74    2055     ENS     ENS
 14:07:34    8.74      50     OPS     NON
 14:07:05    8.74     100     EQB     EVL
 14:06:54    8.74    3000     SGP     EVL
 14:06:53    8.73     318     EVL     NEO
 14:06:51    8.73     100     FIM     NEO
 14:06:26    8.73    3752     BPP     CAR
 14:06:04    8.73      48     EQB     CAR
 14:05:57    8.72      11     EPB     EVL
 14:05:51    8.73     830     NON     EVL
 14:05:51    8.73    1000     DBL     EVL
 14:05:51    8.73    1045     DBL     EVL
 14:05:51    8.73    3531     DBL     EVL
 14:05:49    8.73    1050     DBL     OPS
 14:05:29    8.73    2000     DBL     FIM
 14:05:25    8.74    1219     SGP     EVL
 14:05:22    8.73    2219     DBL     ENS
 14:04:53    8.73    1500     ENS     OPV
 14:04:34    8.72    5000     EPB     EVL
 14:04:23    8.71    4044     EQB     EVL
 14:04:17    8.70     322     NON     DIF
 14:04:17    8.71    4678     CAR     DIF
 14:04:17    8.71      67     CAR     MSI
 14:04:16    8.71     255     CAR     EPB
 14:04:15    8.71    1250     DDB     EPB
 14:04:15    8.71    4365     MLI     EPB
 14:04:13    8.70    5000     CDV     DIF
 14:04:08    8.71     421     CAR     EVL
 14:04:08    8.71    2000     FIM     EVL
 14:04:08    8.71     635     MLI     EVL
 14:04:08    8.71    1000     INT     EVL
 14:04:06    8.72     250     FIM     EPB
 14:04:04    8.72     200     NON     EVL
 14:04:04    8.72    9000     CDV     EVL
 14:04:04    8.72    1150     NRD     EVL
 14:03:59    8.73    2000     OPV     EVL
 14:03:59    8.73    3176     JPM     EVL
 14:03:59    8.73    7342     JPM     EVL
 14:03:59    8.73     220     NON     EVL
 14:03:59    8.73    7342     JPM     EVL
 14:03:59    8.73    2000     OPV     EVL
 14:03:59    8.73    1091     NON     EVL
 14:03:37    8.74     130     CAR     EPB
 14:03:33    8.74    5000     DBL     EVL
 14:03:19    8.74    1000     DBL     NEO
 14:03:16    8.73     109     NON     UBS
 14:03:12    8.75    2000     OPV     EVL
 14:03:12    8.75     221     OPV     EVL
 14:03:11    8.75    1779     OPV     EVL
 14:03:11    8.75    3221     BPP     EVL
 14:03:06    8.75    2000     BPP     OPV
 14:03:06    8.75    2000     BPP     OPV
 14:03:06    8.74    1922     BPP     BPP
 14:02:56    8.74    2000     OPV     EVL
 14:02:56    8.74     400     ENS     EVL
 14:02:52    8.76     150     EVL     OPV
 14:02:48    8.75    2000     EVL     OPV
 14:02:46    8.74    1000     ENS     NON
 14:02:43    8.73    1573     GSI     EVL
 14:02:43    8.73     530     CAR     EVL
 14:02:43    8.73    2000     OPV     EVL
 14:02:43    8.73     253     MLI     EVL
 14:02:43    8.73    2000     FIM     EVL
 14:02:43    8.73    1000     EQB     EVL
 14:02:43    8.73    5000     ENS     EVL
 14:02:43    8.73    3800     EQB     EVL
 14:02:43    8.73    2000     OPS     EVL
 14:02:43    8.73    1000     NRD     EVL
 14:02:43    8.75     629     OPS     OPV
 14:02:43    8.74     371     OPS     HBC
 14:02:42    8.74     500     NRD     HBC
 14:02:40    8.74     264     MLI     HBC
 14:02:40    8.74     115     VDM     HBC
 14:02:39    8.74    1853     ENS     HBC
 14:02:39    8.74    9561     GSI     HBC
 14:02:39    8.75    2000     EVL     OPV
 14:02:37    8.74     443     GSI     EVL
 14:02:37    8.74    9606     GSI     EVL
 14:02:37    8.74    2000     OPV     EVL
 14:02:37    8.74   15000     NEO     EVL
 14:02:37    8.74     100     NRD     EVL
 14:02:37    8.74    2000     FIM     EVL
 14:02:37    8.74     200     NRD     EVL
 14:02:37    8.74    2000     EQB     EVL
 14:02:37    8.74    3500     DDB     EVL
 14:02:37    8.74     744     AOI     EVL
 14:02:23    8.76     518     EVL     OPV
 14:02:21    8.76      75     EVL     OPV
 14:02:21    8.75     443     EVL     HBC
 14:02:21    8.75     290     UBS     HBC
 14:02:21    8.75     290     UBS     HBC
 14:02:21    8.75     290     UBS     HBC
 14:02:21    8.75     518     EVL     HBC
 14:02:20    8.75     518     EVL     HBC
 14:02:20    8.75     518     EVL     HBC
 14:02:20    8.75    1807     NON     HBC
 14:02:20    8.75    3193     NON     HBC
 14:02:19    8.75     518     EVL     HBC
 14:02:18    8.75     518     EVL     HBC
 14:02:05    8.75     500     EVL     HBC
 14:02:04    8.75       5     EVL     HBC
 14:02:04    8.75     495     EVL     CAR
 14:02:04    8.75     500     EVL     CAR
 14:02:04    8.75    1035     DBL     CAR
 14:02:04    8.75     870     UBS     CAR
 14:02:00    8.75     668     UBS     HBC
 14:02:00    8.75     839     UBS     HBC
 14:02:00    8.75     780     UBS     HBC
 14:02:00    8.75     779     UBS     HBC
 14:02:00    8.75     779     UBS     HBC
 14:02:00    8.75    8750     NEO     HBC
 14:02:00    8.75    6250     NEO     EPB
 14:02:00    8.75    5174     UBS     CSB
 14:02:00    8.75     250     NON     CSB
 14:02:00    8.75    1000     NON     CSB
 14:02:00    8.75    2000     NON     CSB
 14:02:00    8.75    5000     EVL     CSB
 14:02:00    8.75   20000     EQB     CSB
 14:02:00    8.75     457     AAL     CSB
 14:02:00    8.75     778     EQB     CSB
 14:01:52    8.76     500     EVL     HBC
 14:01:50    8.76     350     EVL     CAR
 14:01:36    8.76     133     EVL     HBC
 14:01:36    8.76    3284     UBS     HBC
 14:01:36    8.76    1494     UBS     HBC
 14:01:36    8.76    1432     ABN     HBC
 14:01:36    8.76    1350     OPS     HBC
 14:01:36    8.76    2000     OPV     HBC
 14:01:36    8.76     726     DIF     HBC
 14:01:32    8.76    2354     DIF     BPP
 14:01:32    8.77    2646     MSI     BPP
 14:01:32    8.77    5000     MSI     BPP
 14:01:31    8.77    1989     CSB     BPP
 14:01:31    8.77    5000     MSI     BPP
 14:01:30    8.77    5000     MSI     EVL
 14:01:30    8.77    5000     MSI     EVL
 14:01:30    8.77    5000     MSI     EVL
 14:01:29    8.77    4337     UBS     EVL
 14:01:29    8.77     441     MSI     EVL
 14:01:18    8.78     150     EVL     NRD
 14:01:15    8.77    9559     MSI     HBC
 14:01:14    8.77    2000     MSI     FIM
 14:01:14    8.77    3117     MSI     CAR
 14:01:14    8.77    4130     MSI     HBC
 14:01:14    8.77    3107     MSI     EPB
 14:01:10    8.77     453     CDG     EPB
 14:01:10    8.77    2343     UBS     EPB
 14:01:10    8.77     347     ENS     EPB
 14:01:01    8.77    1539     ENS     BPP
 14:01:01    8.77    3285     UBS     BPP
 14:00:59    8.78     215     EVL     CAR
 14:00:55    8.78     868     EVL     CAR
 14:00:55    8.78      19     EVL     CAR
 14:00:55    8.78    1260     EVL     HBC
 14:00:49    8.77    1052     UBS     BPP
 14:00:49    8.77    1000     SYD     BPP
 14:00:23    8.78     496     BPP     HBC
 13:59:52    8.78     940     NRD     HBC
 13:59:48    8.78     181     EQB     HBC
 13:59:48    8.78      19     EQB     CAR
 13:59:37    8.78    3000     FIM     EQB
 13:59:33    8.77    4075     ENS     HBC
 13:59:33    8.77    3974     ENS     EVL
 13:59:09    8.77   10000     MLI     EVL
 13:59:09    8.77    1026     DBL     EVL
 13:59:04    8.78     500     EVL     EQB
 13:59:04    8.78     500     EVL     EQB
 13:59:03    8.78     500     EVL     EQB
 13:59:01    8.77    2419     EVL     HBC
 13:59:01    8.76    1920     DIF     EQB
 13:59:00    8.77    2119     JPM     HBC
 13:59:00    8.77     894     JPM     MSI
 13:58:59    8.77     568     MLI     MSI
 13:58:59    8.77    4500     MLI     EQB
 13:58:59    8.77    1880     MLI     ENS
 13:58:59    8.77    3052     MLI     UBS
 13:58:58    8.77     500     EVL     UBS
 13:58:56    8.76    2063     MLI     HBC
 13:58:56    8.76    4852     MLI     HBC
 13:58:56    8.76    1969     MLI     EPB
 13:58:54    8.76    2147     EVL     EPB
 13:58:47    8.76     634     ABN     EPB
 13:58:47    8.76    1000     DBL     EPB
 13:58:47    8.76     500     EVL     EPB
 13:58:38    8.77     500     EVL     UBS
 13:58:35    8.77     500     EVL     UBS
 13:58:34    8.77     500     EQB     EQB
 13:58:33    8.77     500     EVL     UBS
 13:58:27    8.77     200     NRD     UBS
 13:58:20    8.77     500     EVL     UBS
 13:58:18    8.77     200     NRD     NRD
 13:58:17    8.76     845     BPP     CSB
 13:58:17    8.76    4784     BPP     HBC
 13:58:17    8.76      81     BPP     CAR
 13:58:16    8.76     652     EVL     CAR
 13:58:10    8.76     150     EVL     CAR
 13:58:07    8.75    5400     EQB     HBC
 13:58:07    8.75    3822     EQB     EPB
 13:58:05    8.75    1128     CSB     EPB
 13:58:05    8.75    1300     OPV     EPB
 13:58:05    8.75     700     OPV     HBC
 13:58:05    8.75    2000     DBL     HBC
 13:58:00    8.76     100     NRD     CAR
 13:57:41    8.76     357     EVL     CAR
 13:57:23    8.76    1000     DBL     CAR
 13:57:16    8.76     461     ABN     CAR
 13:57:10    8.76    1499     EVL     CAR
 13:57:06    8.75    1073     DBL     EVL
 13:57:06    8.75    1675     ABN     EVL
 13:57:06    8.75    2000     OPV     EVL
 13:57:04    8.76    1000     OPS     EPB
 13:56:21    8.77    1700     OPS     UBS
 13:56:15    8.77     500     EVL     UBS
 13:56:14    8.76     456     EVL     HBC
 13:56:12    8.76    1544     ABN     HBC
 13:56:12    8.76    1339     ABN     HBC
 13:56:08    8.76     100     OPS     HBC
 13:56:07    8.75     501     EVL     OPV
 13:56:06    8.75     880     CSB     MLI
 13:56:06    8.76    2000     OPV     CSB
 13:56:06    8.76    1893     ABN     OPV
 13:56:06    8.76   11412     ABN     CSB
 13:56:05    8.76     501     EVL     CSB
 13:56:05    8.75    5000     CAR     CSB
 13:56:03    8.75     554     EVL     CSB
 13:56:02    8.75    1324     MLI     CSB
 13:56:00    8.75   11657     INT     CSB
 13:55:58    8.75     250     SGP     CSB
 13:55:58    8.75     647     ABN     CSB
 13:55:58    8.75     500     CAR     CSB
 13:55:58    8.75     500     CAR     CSB
 13:55:58    8.75     500     CAR     CSB
 13:55:58    8.75     500     CAR     CSB
 13:55:58    8.75     500     CAR     CSB
 13:55:58    8.75     500     CAR     CSB
 13:55:58    8.75     500     CAR     CSB
 13:55:58    8.75    1250     EQB     CSB
 13:55:51    8.76    1100     ENS     CSB
 13:55:50    8.76    2000     OPV     CSB
 13:55:46    8.78     500     EVL     HBC
 13:55:41    8.76    1023     ABN     CSB
 13:55:41    8.76     954     ABN     CSB
 13:55:41    8.76    2000     OPV     CSB
 13:55:41    8.76   15000     NEO     CSB
 13:55:40    8.77    9044     ABN     EVL
 13:55:40    8.77    2000     OPV     EVL
 13:55:40    8.77      31     ABN     EVL
 13:55:40    8.77    2318     ABN     EVL
 13:55:39    8.77    6693     ABN     CSB
 13:55:38    8.77    4158     MLI     CSB
 13:55:38    8.77    5399     ABN     CSB
 13:55:37    8.76    5842     MLI     EVL
 13:55:37    8.76     652     MLI     EVL
 13:55:37    8.76    2000     OPV     EVL
 13:55:37    8.76    6506     EPB     EVL
 13:55:34    8.76    5994     EPB     CSB
 13:55:34    8.76    1664     MSI     CSB
 13:55:34    8.76    7342     JPM     CSB
 13:55:34    8.76    5000     DIF     CSB
 13:55:33    8.77    2000     NON     CSB
 13:55:33    8.77     500     EVL     CSB
 13:55:33    8.77    1250     DDB     CSB
 13:55:29    8.78     499     EVL     HBC
 13:55:25    8.77     420     ABN     OPV
 13:55:25    8.77    1321     ABN     EPB
 13:55:23    8.77    2115     CSB     EPB
 13:55:22    8.77    1598     UBS     EPB
 13:55:22    8.77    1216     EVL     EPB
 13:55:22    8.78   15000     ABN     HBC
 13:55:20    8.78   14896     ABN     HBC
 13:55:18    8.78     104     ABN     HBC
 13:55:18    8.78   14503     ABN     HBC
 13:55:18    8.78     497     EVL     HBC
 13:55:15    8.78    1003     EVL     HBC
 13:55:13    8.78   10503     ABN     HBC
 13:55:10    8.78     495     EVL     HBC
 13:54:27    8.78    2000     NRD     HBC
 13:54:24    8.78     499     EVL     HBC
 13:54:21    8.78     500     EVL     HBC
 13:54:19    8.77    2896     EVL     HBC
 13:54:13    8.77     500     EVL     HBC
 13:54:04    8.77    2000     DBL     EVL
 13:54:02    8.77    2342     JPM     EVL
 13:54:02    8.77    5000     JPM     EVL
 13:53:59    8.78     500     EVL     HBC
 13:53:51    8.78     670     EVL     EPB
 13:53:50    8.78    2528     JPM     EPB
 13:53:50    8.78    1052     DBL     EPB
 13:53:50    8.78    2000     OPV     EPB
 13:53:28    8.78    2200     ENS     CAR
 13:53:28    8.78    6834     ENS     GSI
 13:53:27    8.78    2414     EVL     GSI
 13:53:06    8.78     400     DDB     GSI
 13:52:51    8.78     500     EVL     GSI
 13:52:43    8.78    1402     CSB     GSI
 13:52:43    8.78     500     EVL     GSI
 13:52:41    8.77    3391     EVL     EPB
 13:52:39    8.77    1859     MSI     EPB
 13:52:25    8.77    1145     MSI     EVL
 13:52:25    8.77   15000     CAR     EVL
 13:52:25    8.77     100     FIM     EVL
 13:52:17    8.78    1000     DBL     EPB
 13:51:54    8.78    1663     EVL     EQB
 13:51:52    8.78    8337     CAR     EQB
 13:51:51    8.78    1663     CAR     FIM
 13:51:51    8.78     337     NON     FIM
 13:51:46    8.78      13     NON     CSB
 13:51:46    8.78     100     FIM     CSB
 13:51:44    8.79     100     FIM     EVL
 13:51:40    8.78    2000     OPV     NEO
 13:51:40    8.78     100     FIM     NEO
 13:51:29    8.79    4783     ENS     NEO
 13:51:29    8.79   15000     ENS     EVL
 13:51:29    8.79    3074     ENS     DIF
 13:51:29    8.79    2143     ENS     ENS
 13:51:23    8.77     307     OPV     CSB
 13:51:18    8.78    2000     EVL     FIM
 13:51:17    8.77    2000     EVL     OPV
 13:51:17    8.77     730     EVL     BPP
 13:51:14    8.76    3383     SGP     HBC
 13:51:14    8.76    3600     SGP     CAR
 13:51:14    8.76    4751     SGP     EPB
 13:50:46    8.76    1499     EVL     EPB
 13:50:43    8.76     384     EVL     NRD
 13:50:43    8.76    2000     EVL     OPV
 13:50:43    8.75     907     EVL     HBC
 13:50:43    8.75    3570     EVL     EPB
 13:50:40    8.75     461     ABN     EPB
 13:50:38    8.74     256     AOI     CAR
 13:50:38    8.74    1044     AOI     CAR
 13:50:38    8.75    1198     CAR     EPB
 13:50:38    8.75     102     CAR     CSB
 13:50:38    8.75    1300     CAR     CSB
 13:50:38    8.75     869     ABN     CSB
 13:50:37    8.75    1000     NRD     CSB
 13:50:36    8.75    4937     INT     CSB
 13:50:34    8.75    2745     ABN     CSB
 13:50:34    8.75    5000     EVL     CSB
 13:50:34    8.75    5662     NON     CSB
 13:50:34    8.75    1000     NRD     CSB
 13:50:34    8.75    2000     EQB     CSB
 13:50:34    8.75     385     NON     CSB
 13:50:31    8.76    1021     DBL     EPB
 13:50:31    8.76    2000     FIM     SGP
 13:50:31    8.76     244     CDG     SGP
 13:50:31    8.76    2336     MSI     SGP
 13:50:31    8.76    1023     DBL     SGP
 13:50:22    8.76     944     GSI     BPP
 13:50:03    8.77     255     MLI     HBC
 13:49:52    8.77    2005     EVL     HBC
 13:49:43    8.77     100     FIM     HBC
 13:49:25    8.76     123     OPV     SGP
 13:49:25    8.76    2800     NON     SGP
 13:49:25    8.76    1609     EVL     SGP
 13:49:25    8.76    3391     EVL     BPP
 13:49:12    8.77     501     EVL     EQB
 13:49:01    8.77     100     FIM     EQB
 13:49:01    8.77    3543     JPM     EQB
 13:48:55    8.78     100     FIM     GSI
 13:48:55    8.78    2000     OPV     GSI
 13:48:55    8.78     600     ENS     GSI
 13:48:52    8.79     100     FIM     DIF
 13:48:52    8.79    1826     MSI     DIF
 13:48:50    8.78    2000     OPV     CSB
 13:48:50    8.78     100     FIM     CSB
 13:48:49    8.79     848     EQB     OPV
 13:48:49    8.79     152     EQB     NRD
 13:48:35    8.79     500     EVL     NRD
 13:48:33    8.79      50     EVL     NRD
 13:48:26    8.79     832     IMC     NRD
 13:48:26    8.79    1168     IMC     MSI
 13:48:07    8.78     500     EVL     EQB
 13:48:05    8.75    4615     NON     MLI
 13:48:03    8.75    1212     ABN     MLI
 13:48:02    8.75    4087     MSI     MLI
 13:48:02    8.75   11383     MSI     MLI
 13:48:01    8.75    2900     MSI     CAR
 13:48:01    8.75    8483     MSI     MLI
 13:48:01    8.75    2517     EVL     MLI
 13:47:58    8.75    2472     EVL     MLI
 13:47:56    8.75   19528     CAR     MLI
 13:47:56    8.75     472     CAR     EPB
 13:47:50    8.75    5000     NON     EPB
 13:47:47    8.75     500     NRD     EPB
 13:47:45    8.75     278     INT     EPB
 13:47:45    8.75   11000     INT     MLI
 13:47:42    8.75    6323     MLI     MLI
 13:47:32    8.75    1162     DIF     FIM
 13:47:32    8.75    3205     DIF     HBC
 13:47:32    8.75     500     DIF     MLI
 13:47:32    8.75     133     DIF     MLI
 13:47:28    8.75    7539     ABN     MLI
 13:47:27    8.75    5166     GSI     MLI
 13:47:27    8.75    1000     NEO     MLI
 13:47:27    8.75   15000     NEO     MLI
 13:47:27    8.75    2162     ENS     MLI
 13:47:27    8.75    2000     CAR     MLI
 13:47:27    8.75    3000     DBL     MLI
 13:47:27    8.75    3887     ABN     MLI
 13:47:27    8.75   15000     NEO     MLI
 13:47:27    8.75      50     OPS     MLI
 13:47:27    8.75   15000     EVL     MLI
 13:47:27    8.75   15000     EVL     MLI
 13:47:27    8.75     500     FIM     MLI
 13:47:27    8.75    7387     ABN     MLI
 13:47:27    8.75   15000     EVL     MLI
 13:47:27    8.75     250     OPS     MLI
 13:47:27    8.75    5000     EVL     MLI
 13:47:27    8.75   12171     EPB     MLI
 13:47:27    8.76    2000     OPV     MLI
 13:47:27    8.76   20000     NON     MLI
 13:47:27    8.76    7506     ABN     MLI
 13:47:27    8.76     270     NON     MLI
 13:47:27    8.76     500     NON     MLI
 13:47:27    8.76   11200     NRD     MLI
 13:47:27    8.76    1000     OPS     MLI
 13:47:27    8.76    1000     EQB     MLI
 13:47:27    8.76    9659     EQB     MLI
 13:47:26    8.77     521     NON     EPB
 13:47:24    8.77     479     NON     DBL
 13:46:57    8.78      58     DBL     SGP
 13:46:57    8.78    1000     DBL     SGP
 13:46:56    8.78    1000     DBL     SGP
 13:46:42    8.79     250     EVL     GSI
 13:46:39    8.78     995     EVL     BPP
 13:46:27    8.77     900     EVL     SGP
 13:46:25    8.77     600     FIM     SGP
 13:46:24    8.77    1000     EQB     SGP
 13:46:24    8.77     500      UB     SGP
 13:46:23    8.77    1818     MLI     FIM
 13:46:23    8.77    1182     MLI     FIM
 13:46:12    8.78    1495     EVL     BPP
 13:46:11    8.77       6     MLI     DIF
 13:46:11    8.77    2000     OPV     DIF
 13:46:11    8.77    1587     MLI     DIF
 13:46:07    8.77    2000     MLI     OPV
 13:46:07    8.77    3400     MLI     CAR
 13:46:07    8.77    1665     MLI     HBC
 13:46:07    8.77    4545     MLI     EPB
 13:46:04    8.76     341     EQB     BPP
 13:46:03    8.77    1000     NON     EPB
 13:45:51    8.77     705     DBL     EPB
 13:45:51    8.77    2295     DBL     BPP
 13:45:46    8.78    1499     EVL     HBC
 13:45:40    8.77    2178     ENS     BPP
 13:45:40    8.77     197     CAR     BPP
 13:45:40    8.77    1806     CAR     BPP
 13:45:40    8.77    3029     CAR     BPP
 13:45:40    8.77    1014     FIM     BPP
 13:45:40    8.77    1986     FIM     BPP
 13:45:40    8.77     539     MLI     BPP
 13:45:40    8.77     504     MLI     BPP
 13:45:37    8.77    1336     OPV     BPP
 13:45:37    8.77    1193     MLI     BPP
 13:45:33    8.78    2642     INT     EPB
 13:45:33    8.78   16352     INT     GSI
 13:45:27    8.78     470     NON     GSI
 13:45:27    8.78    2098     FIM     GSI
 13:45:27    8.78     400     EQB     GSI
 13:45:27    8.78     680     NON     GSI
 13:45:20    8.79     212     CDG     EPB
 13:45:20    8.79    2000     OPV     EPB
 13:45:20    8.79      50     OPS     EPB
 13:45:14    8.79    4543     EVL     MLI
 13:45:14    8.79     600     NRD     MLI
 13:45:14    8.79     500     SFB     MLI
 13:45:14    8.79   14003     INT     MLI
 13:44:29    8.80     700     BPP     MLI
 13:44:29    8.80     200     NON     MLI
 13:44:26    8.80     700     BPP     MLI
 13:44:25    8.80    5000     EQB     MLI
 13:44:20    8.80     500     EVL     MLI
 13:44:20    8.80     500     EVL     MLI
 13:44:20    8.80     500     EVL     MLI
 13:44:18    8.80     493     EVL     MLI
 13:44:16    8.80   10307     NEO     MLI
 13:44:15    8.80   22145     EVL     MLI
 13:44:15    8.80    1000     NON     MLI
 13:44:15    8.80     300     EQB     MLI
 13:44:15    8.80     500     NRD     MLI
 13:44:15    8.80   37509     MSI     MLI
 13:43:59    8.81    2260     CSB     EPB
 13:43:59    8.81     309     DBL     EPB
 13:43:59    8.81     746     DBL     EVL
 13:43:59    8.81    4254     JPM     EVL
 13:43:58    8.81     703     JPM     FIM
 13:43:58    8.81    2297     JPM     FIM
 13:43:58    8.82     512     EVL     EPB
 13:43:57    8.81    5045     JPM     BPP
 13:43:57    8.81     111     CDG     BPP
 13:43:57    8.81    2272     EVL     BPP
 13:43:57    8.81    2104     EVL     BPP
 13:43:46    8.81     240     EVL     EQB
 13:43:33    8.83      68     EVL     NEO
 13:43:33    8.82    1432     EVL     MSI
 13:43:22    8.81     145     EVL     BPP
 13:43:22    8.82    1708     ABC     BPP
 13:43:22    8.82    1853     ABC     SGP
 13:43:22    8.82    1853     ABC     BPP
 13:43:21    8.82    1485     ABC     BPP
 13:43:21    8.82    3147     ABC     SGP
 13:43:21    8.82    1662     ABC     BPP
 13:43:21    8.82    1853     ABC     BPP
 13:43:21    8.82    5000     ABC     SGP
 13:43:19    8.83      50     EVL     NEO
 13:43:17    8.82    5000     ABC     BPP
 13:43:16    8.82    2389     ABC     EVL
